ST,AGEP,COW,SCHL,SEX,WKHP,YOEP,ANC1P,DECADE,INDP,PINCP,POBP,RAC2P
27,13,NA,10,2,NA,2000,750,7,NA,NA,217,49
27,37,1,24,2,40,1981,750,5,3960,108300,217,49
27,25,1,19,2,40,1988,750,5,5070,28000,217,49
27,9,NA,6,1,NA,2003,750,7,NA,NA,217,49
27,6,NA,2,2,NA,2006,750,7,NA,NA,217,49
27,21,4,19,1,8,2008,750,7,7870,10000,217,49
27,23,NA,19,2,NA,2008,750,7,NA,21600,217,49
27,30,1,21,2,40,1983,750,5,2190,47000,217,49
27,19,NA,18,2,NA,2012,750,7,NA,0,217,49
27,39,6,21,2,40,1975,750,4,7470,117200,217,49
27,34,1,21,2,NA,1978,750,4,6990,2000,217,49
27,38,1,20,2,38,1975,750,4,7980,40000,217,49
27,81,7,22,1,4,1956,750,2,8180,66100,217,49
27,78,1,23,2,4,1968,750,3,8090,216100,217,49
27,30,2,21,2,40,1983,750,5,9170,39000,217,49
27,41,9,24,2,NA,1973,750,4,9920,0,217,49
27,43,NA,16,2,NA,2009,750,7,NA,0,217,49
27,27,1,19,1,30,1986,750,5,4070,25500,217,49
27,35,2,21,1,20,1978,750,4,8190,41050,217,49
27,56,1,18,2,45,1979,750,4,2670,30000,217,49
27,28,1,21,2,45,1984,750,5,5380,52000,217,49
27,25,NA,18,1,NA,1987,750,5,NA,0,217,49
27,60,1,14,2,72,1972,750,4,8680,24000,217,49
27,39,7,19,2,NA,1976,750,4,8980,0,217,49
27,78,NA,12,2,NA,1958,750,2,NA,23700,217,49
27,3,NA,1,1,NA,2012,750,7,NA,NA,217,49
27,23,1,21,1,40,2004,750,7,6990,8600,217,49
27,33,7,18,1,60,1981,750,5,770,75000,217,49
27,79,NA,9,2,NA,1988,750,5,NA,17300,217,49
27,16,NA,12,1,NA,2012,750,7,NA,0,217,49
27,52,7,20,2,70,1977,999,4,4970,112000,217,49
27,19,1,19,2,25,1995,750,6,8270,4000,217,49
27,25,1,21,1,40,1988,750,5,7290,40000,217,49
27,28,1,21,2,40,1985,750,5,1990,800,217,49
27,34,1,19,1,40,1984,750,5,6870,58000,217,49
27,38,1,19,1,NA,1975,750,4,7590,0,217,49
27,36,1,19,2,40,1977,237,4,6990,39000,217,49
27,18,NA,18,2,NA,2013,750,7,NA,23000,217,49
27,18,2,16,2,40,1995,750,6,7860,500,217,49
27,13,NA,11,2,NA,2001,750,7,NA,NA,217,49
27,48,1,24,1,40,2011,750,7,8190,80000,217,49
27,42,1,24,2,40,2011,750,7,8190,80000,217,49
27,13,NA,11,1,NA,2011,750,7,NA,NA,217,49
27,9,NA,6,2,NA,2011,750,7,NA,NA,217,49
27,42,NA,21,2,NA,1971,999,4,NA,0,217,49
27,26,1,15,2,35,1986,750,5,8170,14000,217,49
27,21,NA,19,2,NA,2008,750,7,NA,0,217,49
27,41,3,22,2,40,1982,750,5,7860,55000,217,49
27,36,1,21,2,40,1976,750,4,4795,30000,217,49
27,28,2,21,2,24,1985,750,5,8190,35000,217,49
27,52,6,17,1,50,1970,750,4,4670,2500,217,49
27,49,2,21,1,40,1965,750,3,8190,85000,217,49
27,33,1,21,2,36,1980,750,5,7990,32400,217,49
27,46,3,23,2,40,1986,750,5,9370,50000,217,49
27,27,1,21,2,45,1986,750,5,8660,23000,217,49
27,21,1,19,1,30,1992,750,6,7870,16800,217,49
27,33,1,21,1,40,1994,750,6,7460,38400,217,49
27,30,1,21,1,40,1983,750,5,6470,21200,217,49
27,36,7,23,2,30,1984,750,5,7980,171000,217,49
27,45,1,19,1,40,1998,750,6,4470,38000,217,49
27,17,NA,13,1,NA,2011,750,7,NA,0,217,49
27,12,NA,9,2,NA,2011,750,7,NA,NA,217,49
27,13,NA,10,2,NA,2000,999,7,NA,NA,217,49
27,25,3,22,2,50,1988,750,5,7860,36000,217,49
27,44,8,21,2,40,2000,750,7,4870,35000,217,49
27,52,1,22,1,40,2000,750,7,8190,35000,217,49
27,16,NA,14,1,NA,2000,999,7,NA,0,217,49
27,52,2,19,2,40,1961,750,3,8190,37000,217,49
27,29,1,22,2,10,1984,750,5,8370,7000,217,49
28,35,1,21,1,NA,1979,750,4,8170,0,217,49
28,56,1,16,2,32,1981,750,5,8660,21650,217,49
28,48,7,16,1,58,1993,750,6,5080,74000,217,49
28,45,7,21,2,10,1994,750,6,5080,24000,217,49
28,24,1,19,1,NA,1994,750,6,8990,210,217,49
28,30,1,21,2,NA,2011,750,7,7890,0,217,49
28,42,4,24,1,40,1997,795,6,7870,30000,217,49
28,40,NA,22,2,NA,1997,795,6,NA,0,217,49
28,7,NA,4,1,NA,2007,750,7,NA,NA,217,49
28,51,NA,21,2,NA,1979,750,4,NA,8400,217,49
28,27,NA,20,2,NA,1986,750,5,NA,8400,217,49
28,65,NA,16,2,NA,1990,750,6,NA,800,217,49
28,38,NA,19,2,NA,2011,750,7,NA,0,217,49
28,42,1,16,1,40,2009,750,7,1590,75000,217,49
28,12,NA,8,1,NA,2011,750,7,NA,NA,217,49
28,12,NA,8,1,NA,2011,750,7,NA,NA,217,49
28,11,NA,7,2,NA,2009,750,7,NA,NA,217,49
28,5,NA,2,2,NA,2009,750,7,NA,NA,217,49
28,51,NA,21,2,NA,1979,750,4,NA,8400,217,49
28,62,7,16,2,61,1990,750,6,5080,30000,217,49
28,65,1,16,2,35,1979,750,4,8680,8900,217,49
28,42,4,18,2,40,1971,750,4,7580,21900,217,49
29,40,6,19,1,80,1990,750,6,9070,204000,217,49
29,37,8,20,2,35,1999,750,6,9070,35000,217,49
29,70,NA,11,2,NA,1965,750,3,NA,12300,217,49
29,68,NA,12,2,NA,1979,750,4,NA,11300,217,49
29,75,NA,12,1,NA,1979,750,4,NA,6500,217,49
29,28,3,21,2,35,1984,750,5,7860,16800,217,49
29,55,2,22,1,40,1984,750,5,9160,36000,217,49
29,57,6,22,2,12,1977,750,4,8370,5700,217,49
29,81,NA,24,2,NA,1954,750,2,NA,28200,217,49
29,84,NA,24,1,NA,1955,750,2,NA,31800,217,49
29,53,1,21,2,55,2010,750,7,4870,40000,217,49
29,20,NA,18,1,NA,2007,750,7,NA,0,217,49
29,58,NA,9,2,NA,1987,750,5,NA,0,217,49
29,31,1,22,1,24,2006,750,7,7380,12000,217,49
29,31,2,21,2,36,1991,750,6,8190,38200,217,49
29,74,1,21,1,40,1975,750,4,3570,74400,217,49
29,72,1,21,2,40,1975,750,4,5170,29000,217,49
29,23,NA,19,1,NA,2012,750,7,NA,0,217,49
29,64,7,18,1,60,1978,750,4,8770,38000,217,49
29,56,NA,13,2,NA,1978,750,4,NA,0,217,49
29,30,2,21,1,52,2010,999,7,7870,30000,217,49
29,30,NA,21,1,NA,2010,750,7,NA,0,217,49
29,30,NA,21,2,NA,2010,750,7,NA,0,217,49
29,59,1,16,1,50,1988,750,5,9070,45000,217,49
29,49,1,16,2,50,1964,750,3,9070,36000,217,49
29,84,NA,1,2,NA,1986,750,5,NA,8800,217,49
29,18,NA,18,2,NA,2013,750,7,NA,0,217,49
29,68,NA,16,2,NA,1969,750,3,NA,3270,217,49
29,55,6,19,1,50,1982,750,5,9070,121300,217,49
29,50,7,18,2,NA,1978,999,4,5690,0,217,49
29,62,NA,14,2,NA,1979,750,4,NA,3600,217,49
29,37,1,20,2,39,2012,750,7,4870,69800,217,49
29,56,1,16,2,39,1978,750,4,5592,32000,217,49
29,57,1,16,2,35,1974,750,4,8590,45000,217,49
29,23,1,19,1,35,1989,750,5,8680,11700,217,49
29,29,1,21,2,40,1984,750,5,6870,100000,217,49
29,47,6,16,2,40,1986,750,5,5490,14000,217,49
29,63,1,16,2,40,1982,750,5,6480,22000,217,49
29,62,NA,15,2,NA,1979,750,4,NA,8000,217,49
29,71,NA,10,2,NA,1966,750,3,NA,0,217,49
29,83,NA,15,2,NA,1957,750,2,NA,10400,217,49
29,56,1,16,1,70,1982,750,5,8680,15000,217,49
29,65,1,24,2,40,1973,750,4,1280,120000,217,49
29,69,NA,22,1,NA,1973,750,4,NA,21200,217,49
29,62,2,21,2,10,1999,750,6,8370,11400,217,49
29,52,1,24,1,32,2013,750,7,7870,80000,217,49
29,55,1,18,2,20,1996,750,6,8990,8000,217,49
29,37,1,21,1,NA,2011,750,7,6890,0,217,49
29,33,NA,22,2,NA,2011,750,7,NA,0,217,49
29,4,NA,1,2,NA,2011,750,7,NA,NA,217,49
29,3,NA,1,1,NA,2011,750,7,NA,NA,217,49
29,19,1,18,1,15,2002,750,7,8590,3000,217,49
29,43,1,21,2,46,1975,750,4,6870,48000,217,49
29,53,1,21,1,40,1988,750,5,2180,32000,217,49
29,48,NA,21,2,NA,1990,750,6,NA,0,217,49
29,19,NA,18,1,NA,2008,750,7,NA,0,217,49
29,19,NA,18,1,NA,2008,750,7,NA,0,217,49
29,10,NA,6,1,NA,2003,750,7,NA,NA,217,49
29,9,NA,5,1,NA,2004,750,7,NA,NA,217,49
29,70,NA,12,2,NA,1986,750,5,NA,8000,217,49
29,52,1,23,1,27,1996,750,6,8880,48000,217,49
29,53,NA,16,2,NA,1996,750,6,NA,0,217,49
29,26,9,19,2,NA,1996,750,6,9920,0,217,49
29,18,1,16,1,60,1996,750,6,6690,380,217,49
29,36,6,21,1,10,1990,750,6,770,3000,217,49
29,68,6,16,1,NA,1991,750,6,770,2500,217,49
29,67,1,19,2,39,1980,750,5,4580,19800,217,49
29,18,NA,18,2,NA,2013,750,7,NA,0,217,49
29,26,6,21,1,13,2008,795,7,6570,4000,217,49
29,78,NA,22,2,NA,1966,750,3,NA,7800,217,49
29,44,2,21,2,40,2006,750,7,8190,65000,217,49
29,44,NA,22,1,NA,2008,750,7,NA,0,217,49
29,19,NA,18,1,NA,2008,750,7,NA,0,217,49
29,19,1,19,1,8,2001,750,7,7870,240,217,49
29,26,2,24,2,75,1987,750,5,8190,12300,217,49
29,69,1,21,1,25,1978,750,4,8770,94100,217,49
29,84,NA,11,1,NA,1982,750,5,NA,8400,217,49
29,80,NA,9,2,NA,1982,750,5,NA,3500,217,49
29,38,1,19,2,NA,1977,750,4,2870,2800,217,49
29,25,1,21,2,99,1991,750,6,6690,70000,217,49
29,28,1,20,2,40,1995,999,6,8680,70000,217,49
30,27,2,19,2,35,1986,750,5,8270,19500,217,49
30,24,1,21,2,32,1989,750,5,5580,16000,217,49
30,27,1,16,1,48,1986,750,5,2070,95000,217,49
30,59,1,21,1,40,1957,750,2,490,96000,217,49
30,54,1,1,2,40,1977,750,4,8680,40000,217,49
30,59,1,19,1,20,2002,750,7,8680,3000,217,49
30,32,5,19,1,40,1986,750,5,9680,45000,217,49
31,16,NA,12,1,NA,1998,750,6,NA,8400,217,49
31,42,3,22,2,10,2008,750,7,7870,860,217,49
31,25,NA,18,1,NA,2012,750,7,NA,0,217,49
31,17,1,14,2,15,1996,750,6,5170,5000,217,49
31,42,4,22,2,20,1995,795,6,7870,51000,217,49
31,30,1,21,1,40,1990,750,6,7290,87000,217,49
31,31,6,21,2,NA,2004,750,7,2280,0,217,49
31,38,1,20,1,50,1980,750,5,6070,63000,217,49
31,8,NA,6,1,NA,2009,999,7,NA,NA,217,49
31,30,3,22,2,40,1982,750,5,7860,40000,217,49
31,36,2,17,2,37,1979,750,4,8270,24000,217,49
32,79,NA,21,1,NA,1958,750,2,NA,70000,217,49
32,71,NA,21,2,NA,1961,750,3,NA,9600,217,49
32,36,NA,21,2,NA,1997,750,6,NA,0,217,49
32,41,5,23,2,60,1977,750,4,9680,110000,217,49
32,67,NA,19,1,NA,1976,750,4,NA,12900,217,49
32,67,NA,19,2,NA,1976,750,4,NA,6600,217,49
32,63,NA,14,2,NA,1978,750,4,NA,9000,217,49
32,54,NA,13,2,NA,1978,750,4,NA,0,217,49
32,40,7,21,2,60,2003,750,7,8680,355000,217,49
32,40,7,16,1,60,1989,750,5,8680,355000,217,49
32,72,NA,16,1,NA,1989,750,5,NA,0,217,49
32,69,NA,16,2,NA,1989,750,5,NA,0,217,49
32,53,1,6,2,40,1984,750,5,8590,17000,217,49
32,61,1,17,2,38,1972,750,4,8660,58200,217,49
32,36,5,21,1,48,1978,750,4,9680,50000,217,49
32,54,3,16,2,15,2000,750,7,7860,5400,217,49
32,17,9,13,1,NA,2000,750,7,9920,0,217,49
32,16,NA,12,2,NA,2000,750,7,NA,0,217,49
32,69,NA,21,2,NA,1991,750,6,NA,69000,217,49
32,81,NA,22,1,NA,1958,750,2,NA,86000,217,49
32,75,1,11,1,40,1991,750,6,8660,75200,217,49
32,60,1,9,2,40,1988,750,5,8660,14000,217,49
32,66,1,19,1,60,2002,750,7,6190,18000,217,49
32,62,6,19,2,24,1981,750,5,5170,12000,217,49
32,21,1,19,2,35,2001,750,7,5170,35000,217,49
32,21,NA,19,1,NA,2001,750,7,NA,0,217,49
32,38,1,20,2,30,2002,750,7,8660,40000,217,49
32,54,6,21,1,54,2001,750,7,5170,30000,217,49
32,52,1,21,2,NA,2001,750,7,5580,0,217,49
32,24,NA,21,1,NA,2001,750,7,NA,0,217,49
32,20,NA,19,2,NA,2001,750,7,NA,0,217,49
32,64,NA,16,2,NA,1977,750,4,NA,4100,217,49
32,52,1,19,1,50,1975,750,4,4670,76000,217,49
32,50,9,19,2,NA,1993,750,6,9920,0,217,49
32,29,4,14,1,10,1983,750,5,9470,1230,217,49
32,67,NA,20,1,NA,1971,750,4,NA,9000,217,49
32,52,1,20,2,50,1990,750,6,8680,36000,217,49
32,56,1,13,2,40,1981,750,5,5380,33000,217,49
32,55,1,16,2,40,1981,750,5,8660,31000,217,49
32,65,NA,16,2,NA,1974,750,4,NA,71600,217,49
32,67,NA,16,2,NA,1973,750,4,NA,4000,217,49
32,59,1,16,2,31,1979,750,4,8590,19000,217,49
32,62,1,16,1,50,1976,750,4,4670,70000,217,49
32,63,1,20,2,NA,1976,750,4,8190,790,217,49
32,67,1,19,1,44,1973,750,4,6190,43000,217,49
32,59,1,16,2,40,1976,750,4,8590,70000,217,49
32,61,NA,20,2,NA,1975,750,4,NA,600,217,49
32,54,2,24,2,40,1972,750,4,7870,90000,217,49
32,40,5,19,1,40,1982,750,5,9670,39700,217,49
32,40,NA,20,2,NA,2001,750,7,NA,0,217,49
32,79,1,19,1,30,1977,750,4,8590,39500,217,49
32,65,1,16,2,NA,1969,750,3,8590,20400,217,49
32,61,1,18,2,40,1976,750,4,8660,38000,217,49
32,48,1,16,2,40,1995,750,6,8660,34000,217,49
32,39,7,21,1,20,1992,750,6,8680,36000,217,49
32,34,1,21,2,40,2010,750,7,5170,15000,217,49
32,19,1,18,2,35,2013,750,7,8680,2000,217,49
32,53,1,16,2,60,1988,750,5,1990,39000,217,49
32,43,1,21,1,35,1991,750,6,8660,55000,217,49
32,40,1,21,2,40,1994,750,6,8660,65000,217,49
32,86,NA,19,1,NA,1991,750,6,NA,8400,217,49
32,60,1,21,2,52,1986,750,5,8190,80000,217,49
32,55,5,16,1,40,1982,750,5,6370,57000,217,49
32,56,6,18,2,66,1978,750,4,9070,65000,217,49
32,73,1,16,1,NA,1971,750,4,6190,17600,217,49
32,68,NA,10,2,NA,1972,750,4,NA,8400,217,49
32,39,1,21,1,40,1997,750,6,8660,90000,217,49
32,39,3,22,2,24,1992,750,6,7860,43080,217,49
32,69,NA,21,2,NA,1970,750,4,NA,18000,217,49
32,56,NA,16,1,NA,1986,750,5,NA,8400,217,49
32,54,1,19,1,40,1986,750,5,6190,21500,217,49
32,54,1,16,2,24,1980,750,5,8660,15000,217,49
32,64,NA,18,2,NA,1963,750,3,NA,13000,217,49
32,91,NA,1,2,NA,1978,750,4,NA,3000,217,49
32,40,1,18,2,40,1975,750,4,7970,25000,217,49
32,18,NA,16,2,NA,2013,750,7,NA,0,217,49
32,17,NA,16,2,NA,2013,750,7,NA,0,217,49
32,80,NA,16,2,NA,1987,750,5,NA,8100,217,49
32,56,NA,21,2,NA,1978,750,4,NA,0,217,49
32,73,NA,1,2,NA,1968,750,3,NA,8600,217,49
32,64,4,22,2,40,1974,750,4,7870,114000,217,49
32,40,4,24,2,40,2001,750,7,7870,43000,217,49
32,40,4,24,1,40,1996,750,6,7870,40000,217,49
32,31,9,21,2,NA,2006,750,7,9920,0,217,49
32,34,NA,16,1,NA,2011,750,7,NA,68000,217,49
32,34,NA,21,2,NA,2011,750,7,NA,0,217,49
32,8,NA,5,2,NA,2011,750,7,NA,NA,217,49
32,6,NA,3,2,NA,2011,750,7,NA,NA,217,49
32,38,1,21,1,40,2005,750,7,8660,30000,217,49
32,18,NA,18,1,NA,2013,750,7,NA,0,217,49
32,32,2,23,1,50,2002,750,7,8190,43700,217,49
32,45,1,19,2,25,1975,750,4,4390,40000,217,49
32,52,1,19,1,40,1992,750,6,5170,40000,217,49
32,73,NA,16,2,NA,1995,750,6,NA,12000,217,49
32,37,6,19,1,28,1976,750,4,7390,200000,217,49
32,72,1,13,2,40,1970,750,4,2980,39600,217,49
32,55,4,22,2,36,2009,750,7,8190,79000,217,49
32,56,3,20,1,NA,2009,750,7,9370,0,217,49
32,56,7,22,2,40,2010,750,7,5170,22000,217,49
32,47,7,20,2,NA,1983,750,5,8980,0,217,49
33,20,1,19,2,4,2011,750,7,7870,400,217,49
33,58,7,20,2,35,1978,750,4,9070,59000,217,49
33,39,NA,16,2,NA,1978,750,4,NA,3600,217,49
33,14,NA,10,1,NA,1999,750,6,NA,NA,217,49
33,16,1,13,1,24,1997,750,6,5170,3000,217,49
33,14,NA,11,1,NA,1999,750,6,NA,NA,217,49
33,30,5,21,2,40,1983,750,5,9590,10000,217,49
33,20,NA,16,2,NA,2012,750,7,NA,3000,217,49
33,23,NA,16,2,NA,2012,750,7,NA,30000,217,49
33,23,NA,16,2,NA,2012,750,7,NA,30000,217,49
33,35,1,22,2,50,1979,750,4,7490,78000,217,49
33,20,1,19,2,4,2011,750,7,7870,400,217,49
33,22,9,17,1,NA,2012,750,7,9920,0,217,49
33,19,1,18,2,6,2012,999,7,7870,300,217,49
33,48,2,24,2,20,1997,750,6,7870,20000,217,49
33,26,1,21,2,40,1987,750,5,5480,19000,217,49
33,41,NA,19,2,NA,1997,750,6,NA,0,217,49
33,43,1,21,1,40,1992,750,6,6470,30000,217,49
33,62,NA,21,2,NA,1978,750,4,NA,9200,217,49
33,57,1,19,2,40,1978,750,4,4195,52000,217,49
33,18,1,16,1,5,1995,999,6,7860,2300,217,49
33,15,NA,11,2,NA,1999,999,6,NA,5200,217,49
33,36,2,23,2,50,1988,750,5,8190,240000,217,49
34,48,1,18,1,50,2005,750,7,5380,26700,217,49
34,44,1,20,2,40,2005,750,7,8190,68000,217,49
34,21,NA,19,2,NA,2005,750,7,NA,0,217,49
34,17,NA,14,1,NA,2005,750,7,NA,0,217,49
34,11,NA,8,1,NA,2002,750,7,NA,NA,217,49
34,43,1,21,1,45,1998,750,6,8190,82000,217,49
34,39,NA,22,2,NA,2000,750,7,NA,0,217,49
34,41,1,22,1,55,1980,750,5,7460,120000,217,49
34,31,NA,19,1,NA,2008,750,7,NA,0,217,49
34,37,1,16,2,50,2009,750,7,8990,19000,217,49
34,52,1,16,1,56,1983,750,5,6680,55000,217,49
34,42,1,16,2,20,1994,750,6,9090,2800,217,49
34,45,1,16,2,40,2001,750,7,8990,20000,217,49
34,49,1,16,1,40,2001,750,7,4970,59000,217,49
34,21,NA,19,1,NA,2001,750,7,NA,0,217,49
34,18,NA,14,2,NA,2001,750,7,NA,0,217,49
34,42,1,19,1,45,1972,750,4,6690,86000,217,49
34,40,1,21,2,50,1989,750,5,770,80000,217,49
34,47,4,21,2,38,2004,750,7,8170,6800,217,49
34,50,7,16,1,60,1970,999,4,5090,70000,217,49
34,63,6,21,1,48,1982,750,5,6190,100000,217,49
34,57,7,19,2,20,1973,750,4,7070,11000,217,49
34,64,7,21,1,8,1981,750,5,7860,245700,217,49
34,61,NA,21,2,NA,1982,750,5,NA,0,217,49
34,27,1,21,2,5,1986,750,5,8680,3000,217,49
34,63,NA,24,2,NA,1977,750,4,NA,50000,217,49
34,65,6,24,1,60,1976,750,4,7970,390000,217,49
34,51,1,21,1,40,1992,750,6,8560,28300,217,49
34,52,1,16,2,40,1995,750,6,8270,25000,217,49
34,71,6,16,2,30,1985,750,5,5790,7000,217,49
34,48,1,18,2,NA,1985,750,5,6080,0,217,49
34,44,1,16,2,40,1985,750,5,8180,28100,217,49
34,55,1,21,2,40,1998,750,6,3390,30000,217,49
34,59,7,21,1,40,1998,750,6,1990,36000,217,49
34,22,1,19,1,40,1990,750,6,8680,1200,217,49
34,54,1,18,1,60,1982,999,5,8770,91000,217,49
34,54,1,15,2,60,1983,999,5,8990,91000,217,49
34,66,2,20,2,40,1971,750,4,8190,60000,217,49
34,30,1,21,2,40,2008,750,7,7380,32000,217,49
34,32,1,21,1,40,2010,750,7,7490,45000,217,49
34,47,1,21,1,40,1986,750,5,3980,68000,217,49
34,42,NA,20,2,NA,1990,750,6,NA,0,217,49
34,58,7,19,1,50,1986,750,5,8990,33600,217,49
34,55,7,16,2,50,1985,750,5,8990,30000,217,49
34,27,1,17,1,35,1986,750,5,7590,20000,217,49
34,45,7,21,1,40,1988,750,5,8980,15000,217,49
34,40,1,21,2,50,2004,750,7,1190,70000,217,49
34,57,7,20,1,36,1987,750,5,9070,20000,217,49
34,53,7,16,2,50,1989,750,5,9070,20000,217,49
34,43,1,21,1,NA,2004,750,7,4390,27300,217,49
34,43,1,20,2,20,2005,750,7,8470,3600,217,49
34,9,NA,7,2,NA,2005,750,7,NA,NA,217,49
34,64,2,22,1,40,1978,750,4,9160,25000,217,49
34,56,1,21,2,40,1979,750,4,7690,36000,217,49
34,52,1,21,1,35,1986,750,5,4470,30000,217,49
34,52,NA,21,2,NA,1992,750,6,NA,0,217,49
34,56,7,16,1,60,1981,750,5,9070,17000,217,49
34,56,7,16,2,60,1983,750,5,9070,17000,217,49
34,55,1,21,1,40,1980,750,5,7780,245000,217,49
34,45,NA,21,2,NA,1989,750,5,NA,0,217,49
34,41,NA,21,2,NA,2001,750,7,NA,0,217,49
34,59,2,24,1,50,1981,999,5,7870,340000,217,49
34,57,NA,21,2,NA,1981,750,5,NA,0,217,49
34,54,1,21,1,40,2007,750,7,4980,40000,217,49
34,55,NA,21,2,NA,1958,750,2,NA,0,217,49
34,56,2,21,2,50,1993,750,6,8190,90880,217,49
34,35,1,18,1,40,1993,750,6,8680,24000,217,49
34,38,1,18,1,53,1998,750,6,8680,46000,217,49
34,69,1,16,1,NA,1993,750,6,9090,0,217,49
34,64,NA,16,2,NA,1993,750,6,NA,450,217,49
34,22,7,19,2,2,1993,750,6,7890,200,217,49
34,63,NA,16,1,NA,1975,750,4,NA,9000,217,49
34,65,NA,21,2,NA,2000,750,7,NA,0,217,49
34,16,3,13,1,25,1997,750,6,8570,2200,217,49
34,55,1,16,1,40,1989,750,5,770,39000,217,49
34,52,1,16,2,45,1990,750,6,1790,37000,217,49
34,25,1,16,1,35,1990,750,6,4795,42000,217,49
34,43,1,21,2,NA,1992,750,6,5295,0,217,49
34,27,1,19,1,40,1987,795,5,7590,5000,217,49
34,35,1,21,2,35,1995,750,6,8190,95000,217,49
34,81,NA,9,2,NA,1985,750,5,NA,8900,217,49
34,78,1,21,1,40,1971,750,4,2190,84000,217,49
34,75,NA,16,2,NA,1973,750,4,NA,4800,217,49
34,42,7,21,1,50,1992,750,6,7670,60000,217,49
34,43,1,21,2,45,1991,750,6,1790,76000,217,49
34,1,NA,NA,1,NA,2012,750,7,NA,NA,217,49
34,48,6,22,1,35,1997,750,6,8560,20000,217,49
34,49,1,22,2,40,1997,750,6,5190,119000,217,49
34,29,1,16,2,40,1984,750,5,4670,37600,217,49
34,57,7,21,1,70,1981,750,5,4970,72000,217,49
34,55,5,19,2,40,1972,750,4,6370,53000,217,49
34,36,1,21,1,40,2012,750,7,3980,8000,217,49
34,32,1,22,2,28,2012,750,7,8370,5000,217,49
34,34,1,22,1,40,2011,750,7,7380,30000,217,49
34,30,NA,21,2,NA,2011,750,7,NA,0,217,49
34,20,NA,16,1,NA,1993,750,6,NA,0,217,49
34,44,1,16,2,40,2013,750,7,4580,3500,217,49
34,29,NA,19,2,NA,1984,750,5,NA,0,217,49
34,51,1,19,1,40,1978,750,4,9070,30000,217,49
34,42,1,21,1,NA,1996,750,6,9070,0,217,49
34,42,7,21,2,40,1984,750,5,9070,38000,217,49
34,51,7,19,1,50,1978,750,4,8980,63600,217,49
34,47,1,21,2,40,1983,750,5,8980,51600,217,49
34,38,1,22,1,50,1988,750,5,6970,175000,217,49
34,38,NA,22,2,NA,2002,750,7,NA,0,217,49
34,80,NA,16,2,NA,1976,750,4,NA,7200,217,49
34,71,1,16,2,NA,1977,750,4,8680,15000,217,49
34,49,2,21,2,40,1993,750,6,8370,31000,217,49
34,57,1,21,1,40,1993,750,6,5080,20000,217,49
34,48,1,21,2,40,1987,750,5,8090,33000,217,49
34,49,1,20,2,53,1987,750,5,9070,35000,217,49
34,38,6,21,1,30,1989,750,5,7070,30000,217,49
34,42,1,20,2,40,2002,750,7,8990,40000,217,49
34,8,NA,5,2,NA,2004,750,7,NA,NA,217,49
34,53,1,22,2,40,1990,750,6,6870,135500,217,49
34,59,1,19,2,NA,1985,750,5,8370,12000,217,49
34,33,2,20,2,42,2009,750,7,8470,6600,217,49
34,32,NA,21,1,NA,2008,750,7,NA,0,217,49
34,42,NA,17,2,NA,1972,750,4,NA,8700,217,49
34,21,1,20,2,NA,1991,750,6,8680,0,217,49
34,18,NA,16,1,NA,1994,750,6,NA,0,217,49
34,48,1,21,1,40,1996,750,6,4290,80000,217,49
34,46,7,21,2,50,1996,750,6,8990,120000,217,49
34,42,6,16,1,10,1988,750,5,5190,101000,217,49
34,38,3,18,2,35,2001,750,7,7870,92150,217,49
34,45,2,19,1,40,1983,750,5,4270,171000,217,49
34,46,7,19,2,40,1975,750,4,5080,38000,217,49
34,36,1,21,2,40,1985,750,5,6870,78000,217,49
34,41,1,21,1,40,2012,750,7,2290,250000,217,49
34,38,NA,21,2,NA,2000,750,7,NA,0,217,49
34,12,NA,8,1,NA,2001,750,7,NA,NA,217,49
34,9,NA,5,1,NA,2004,750,7,NA,NA,217,49
34,32,1,16,2,20,1984,750,5,9290,3200,217,49
34,52,7,16,1,NA,1977,750,4,8680,4800,217,49
34,57,7,16,2,40,1980,750,5,9070,54000,217,49
34,57,7,23,2,40,1982,750,5,7970,144000,217,49
34,56,1,21,1,20,1982,750,5,7970,15600,217,49
34,18,1,14,2,15,1995,750,6,5170,500,217,49
34,63,1,21,2,40,1980,750,5,3960,40000,217,49
34,31,1,19,1,45,1998,750,6,4290,30000,217,49
34,30,1,22,2,45,2005,750,7,170,9000,217,49
34,33,1,21,2,60,1989,750,5,7070,225000,217,49
34,65,NA,21,1,NA,1989,750,5,NA,38000,217,49
34,62,NA,15,2,NA,1989,750,5,NA,0,217,49
34,67,2,16,1,48,1977,750,4,9160,24000,217,49
34,63,6,21,2,25,1978,750,4,4585,10000,217,49
34,22,7,19,2,2,1993,750,6,7890,200,217,49
34,53,7,16,2,20,1998,750,6,8980,10000,217,49
34,60,3,10,1,40,1998,750,6,6180,20000,217,49
34,30,1,20,1,NA,1998,750,6,7270,0,217,49
34,59,1,21,2,40,1977,750,4,4070,68000,217,49
34,67,7,21,1,NA,1977,750,4,6290,14000,217,49
34,59,NA,16,2,NA,1978,750,4,NA,0,217,49
34,54,1,21,2,40,1998,750,6,8270,24000,217,49
34,35,1,21,1,40,2003,750,7,6570,35000,217,49
34,28,NA,20,2,NA,2003,750,7,NA,0,217,49
34,3,NA,1,1,NA,2010,750,7,NA,NA,217,49
34,37,1,21,2,NA,1988,750,5,6990,0,217,49
34,38,1,21,1,45,1991,750,6,6690,134000,217,49
