ST,AGEP,COW,SCHL,SEX,WKHP,YOEP,ANC1P,DECADE,INDP,PINCP,POBP,RAC2P
6,43,1,20,1,50,1981,996,5,7380,26400,217,49
6,40,1,21,1,40,1981,750,5,6870,100000,217,49
6,37,1,20,2,25,2003,750,7,7380,6000,217,49
6,23,1,19,2,40,2005,750,7,6870,14400,217,49
6,64,1,19,1,40,1978,750,4,9090,17500,217,49
6,56,1,14,2,30,1978,750,4,4870,16200,217,49
6,42,4,21,1,40,1974,750,4,7680,49000,217,49
6,43,7,21,2,15,1972,750,4,8680,8700,217,49
6,51,6,21,1,40,2001,750,7,770,20000,217,49
6,51,6,21,2,50,2001,750,7,3980,10000,217,49
6,23,NA,19,1,NA,2001,750,7,NA,0,217,49
6,21,1,19,1,2,2001,750,7,7860,2000,217,49
6,94,NA,1,2,NA,2001,750,7,NA,0,217,49
6,51,1,22,1,40,1991,750,6,3380,45000,217,49
6,48,1,22,2,40,1992,750,6,2190,126000,217,49
6,43,1,18,2,NA,1992,999,6,9290,0,217,49
6,60,7,22,1,35,2001,750,7,8680,44000,217,49
6,57,7,20,2,35,2001,750,7,8680,36000,217,49
6,27,1,22,2,50,2001,750,7,7860,15000,217,49
6,41,1,22,1,40,2003,750,7,3390,141000,217,49
6,39,NA,20,2,NA,2003,750,7,NA,1000,217,49
6,12,NA,9,2,NA,2003,750,7,NA,NA,217,49
6,58,1,24,1,40,1979,750,4,3370,48300,217,49
6,51,NA,22,2,NA,2011,750,7,NA,0,217,49
6,49,NA,19,2,NA,1984,750,5,NA,100,217,49
6,87,NA,21,1,NA,1989,750,5,NA,8500,217,49
6,75,NA,21,2,NA,1989,750,5,NA,9400,217,49
6,61,6,16,1,30,2008,750,7,8590,12000,217,49
6,43,7,15,2,12,1996,750,6,4970,20000,217,49
6,38,1,20,2,20,1999,750,6,8680,15000,217,49
6,40,6,19,2,25,2005,750,7,5570,20000,217,49
6,46,1,19,1,45,2005,750,7,3960,30000,217,49
6,16,NA,12,1,NA,2005,750,7,NA,0,217,49
6,13,NA,9,2,NA,2005,750,7,NA,NA,217,49
6,74,1,21,1,40,1968,750,3,1270,242000,217,49
6,56,1,15,2,NA,1976,750,4,3960,15700,217,49
6,28,1,19,1,44,1998,750,6,1680,4000,217,49
6,54,1,20,2,45,2003,750,7,1680,28000,217,49
6,52,7,19,1,48,1977,750,4,9070,40200,217,49
6,52,7,18,2,15,1978,750,4,9070,40200,217,49
6,50,1,19,2,60,1985,750,5,5370,30000,217,49
6,44,NA,21,2,NA,1992,750,6,NA,1900,217,49
6,22,1,19,2,25,1992,750,6,5370,6200,217,49
6,18,9,18,2,NA,1995,750,6,9920,0,217,49
6,56,3,20,2,30,1958,750,2,7860,27500,217,49
6,41,NA,24,2,NA,2009,750,7,NA,0,217,49
6,20,4,19,1,12,1999,750,6,5370,1000,217,49
6,39,1,22,1,45,2001,750,7,5790,15000,217,49
6,39,2,22,2,25,1997,750,6,3895,17000,217,49
6,64,1,16,1,NA,1982,750,5,3980,20200,217,49
6,64,1,21,1,40,1962,750,3,7580,36400,217,49
6,80,NA,21,1,NA,1974,750,4,NA,19800,217,49
6,78,NA,20,2,NA,1974,750,4,NA,4700,217,49
6,42,3,24,2,35,1971,750,4,7870,70200,217,49
6,38,1,19,2,NA,1977,750,4,8680,12000,217,49
6,64,NA,16,1,NA,1977,750,4,NA,12000,217,49
6,63,NA,11,2,NA,1977,750,4,NA,9600,217,49
6,76,NA,21,1,NA,1965,750,3,NA,11100,217,49
6,38,7,22,1,84,1998,750,6,7380,39000,217,49
6,34,NA,16,2,NA,1998,750,6,NA,0,217,49
6,49,1,24,1,40,2013,750,7,2190,75000,217,49
6,46,NA,21,2,NA,2013,750,7,NA,0,217,49
6,12,NA,9,2,NA,2013,750,7,NA,NA,217,49
6,12,NA,9,1,NA,2013,750,7,NA,NA,217,49
6,33,1,21,2,40,2000,750,7,1990,40000,217,49
6,35,4,24,1,40,2005,750,7,7870,58000,217,49
6,32,4,24,2,40,2005,750,7,7870,48000,217,49
6,57,NA,16,2,NA,2013,750,7,NA,0,217,49
6,48,1,18,1,30,1996,750,6,3960,30000,217,49
6,38,1,21,2,55,1980,750,5,6590,220100,217,49
6,65,7,21,1,84,1997,750,6,9070,28200,217,49
6,42,7,19,1,50,1982,750,5,4585,48590,217,49
6,43,NA,21,2,NA,2002,750,7,NA,0,217,49
6,16,NA,13,2,NA,2002,750,7,NA,0,217,49
6,14,NA,11,1,NA,2002,750,7,NA,NA,217,49
6,50,2,21,1,40,2010,750,7,9160,12000,217,49
6,40,6,21,2,20,1995,750,6,8680,-5400,217,49
6,44,1,19,1,40,1987,750,5,1680,28000,217,49
6,59,NA,19,1,NA,1979,750,4,NA,0,217,49
6,45,NA,21,2,NA,1971,750,4,NA,0,217,49
6,29,1,21,1,50,1999,750,6,6290,38400,217,49
6,28,1,21,2,NA,1999,750,6,7270,0,217,49
6,64,1,1,1,45,1975,750,4,4980,55000,217,49
6,60,1,1,2,40,1984,999,5,3390,26000,217,49
6,23,NA,19,2,NA,2009,750,7,NA,0,217,49
6,22,NA,16,2,NA,2009,750,7,NA,0,217,49
6,61,1,21,1,60,1980,750,5,6990,172000,217,49
6,63,1,21,2,NA,1983,750,5,6990,25000,217,49
6,44,2,23,1,40,2013,750,7,6670,85000,217,49
6,44,2,23,2,40,2013,750,7,7860,3300,217,49
6,12,NA,9,2,NA,2013,750,7,NA,NA,217,49
6,7,NA,4,2,NA,2013,750,7,NA,NA,217,49
6,68,6,16,1,3,1971,750,4,170,28200,217,49
6,58,1,21,2,6,1978,750,4,7070,250,217,49
6,36,1,21,2,40,2010,750,7,4990,72000,217,49
6,44,1,20,1,40,1980,999,5,7380,80000,217,49
6,50,NA,21,2,NA,1991,750,6,NA,0,217,49
6,55,7,22,1,60,1986,750,5,7390,29000,217,49
6,76,NA,1,2,NA,1988,750,5,NA,10400,217,49
6,53,1,22,1,40,1983,750,5,4390,175000,217,49
6,45,1,21,2,40,2002,750,7,1680,85000,217,49
6,16,NA,13,2,NA,2002,750,7,NA,0,217,49
6,65,NA,16,1,NA,1953,750,2,NA,10800,217,49
6,59,6,21,2,32,1975,750,4,8370,21100,217,49
6,22,NA,19,1,NA,2005,750,7,NA,0,217,49
6,60,6,16,1,40,1980,750,5,770,20000,217,49
6,55,1,16,2,NA,1981,750,5,8680,0,217,49
6,51,1,21,2,30,2011,750,7,5170,13000,217,49
6,17,NA,14,1,NA,2011,750,7,NA,0,217,49
6,53,1,16,2,40,1986,750,5,5790,10000,217,49
6,58,1,16,1,40,1985,750,5,5790,20000,217,49
6,53,1,21,2,36,1961,750,3,8190,68000,217,49
6,44,1,22,1,1,2011,750,7,3390,200000,217,49
6,41,NA,21,2,NA,2011,750,7,NA,0,217,49
6,12,NA,10,1,NA,2011,750,7,NA,NA,217,49
6,7,NA,5,2,NA,2011,750,7,NA,NA,217,49
6,76,6,21,1,70,1987,750,5,4990,1800,217,49
6,75,6,19,2,70,1986,750,5,4990,14000,217,49
6,47,1,19,1,70,1986,750,5,4990,18700,217,49
6,26,1,20,2,50,2013,750,7,7860,39000,217,49
6,24,1,21,2,5,2004,750,7,7460,1000,217,49
6,19,NA,19,2,NA,2012,750,7,NA,0,217,49
6,80,NA,12,1,NA,1982,750,5,NA,9600,217,49
6,48,1,22,2,40,1982,750,5,5170,21000,217,49
6,65,NA,16,1,NA,1953,750,2,NA,10800,217,49
6,49,1,21,1,40,2000,750,7,4180,45000,217,49
6,45,NA,20,2,NA,2000,750,7,NA,0,217,49
6,13,NA,9,2,NA,2000,750,7,NA,NA,217,49
6,44,4,24,1,32,1994,750,6,7870,100000,217,49
6,39,NA,22,2,NA,2000,750,7,NA,0,217,49
6,67,6,21,2,40,1985,750,5,8590,44000,217,49
6,72,NA,20,2,NA,2004,999,7,NA,7200,217,49
6,69,6,16,1,50,1974,750,4,8880,27200,217,49
6,65,NA,16,2,NA,1972,750,4,NA,10700,217,49
6,53,1,21,2,40,1960,750,3,6970,466000,217,49
6,78,NA,16,1,NA,1980,750,5,NA,10400,217,49
6,77,NA,10,2,NA,1991,750,6,NA,8300,217,49
6,38,5,21,1,50,1980,750,5,9590,109000,217,49
6,80,NA,22,1,NA,1955,750,2,NA,58000,217,49
6,75,NA,21,2,NA,1964,750,3,NA,8100,217,49
6,54,1,16,1,40,1975,750,4,8590,40000,217,49
6,44,NA,16,2,NA,2008,750,7,NA,0,217,49
6,52,3,21,2,26,1975,750,4,8170,35000,217,49
6,94,NA,9,2,NA,1973,750,4,NA,9300,217,49
6,40,1,21,2,40,1988,750,5,6970,90100,217,49
6,32,NA,21,2,NA,2007,750,7,NA,0,217,49
6,32,1,21,1,40,2007,750,7,3960,36000,217,49
6,44,5,23,1,40,2000,750,7,7870,72000,217,49
6,36,NA,21,2,NA,1998,750,6,NA,0,217,49
6,10,NA,6,1,NA,2012,750,7,NA,NA,217,49
6,47,6,24,2,15,1975,750,4,8080,80000,217,49
6,49,1,24,1,50,1986,750,5,7390,140000,217,49
6,70,NA,16,2,NA,1971,750,4,NA,7200,217,49
6,47,2,22,2,50,1996,750,6,8370,90000,217,49
6,41,7,22,1,60,1999,750,6,8680,30000,217,49
6,43,7,22,2,60,1998,750,6,8680,30000,217,49
6,34,1,16,2,50,1982,750,5,5170,43000,217,49
6,76,NA,21,1,NA,1980,750,5,NA,9500,217,49
6,72,NA,21,2,NA,1980,750,5,NA,6500,217,49
6,77,NA,3,1,NA,1974,750,4,NA,9600,217,49
6,69,NA,1,2,NA,1974,750,4,NA,9600,217,49
6,40,4,19,2,40,1972,750,4,9380,34000,217,49
6,50,1,20,2,40,2013,999,7,5570,27700,217,49
6,70,NA,1,2,NA,1971,750,4,NA,2500,217,49
6,40,1,22,2,35,1980,750,5,7270,100000,217,49
6,28,3,20,1,15,2005,750,7,7870,6000,217,49
6,73,7,1,2,NA,1983,750,5,8680,38000,217,49
6,26,NA,16,1,NA,2013,750,7,NA,0,217,49
6,30,1,19,1,40,1995,999,6,6870,10800,217,49
6,53,1,22,1,40,1997,750,6,3390,180000,217,49
6,50,NA,22,2,NA,1997,750,6,NA,0,217,49
6,22,1,21,2,40,1997,750,6,3390,6000,217,49
6,19,NA,18,1,NA,1997,750,6,NA,0,217,49
6,64,NA,20,1,NA,1978,750,4,NA,31200,217,49
6,58,1,20,2,60,1975,750,4,8080,30000,217,49
6,57,1,16,2,30,1983,750,5,8680,12000,217,49
6,65,1,21,1,40,1987,750,5,6290,24000,217,49
6,72,NA,22,1,NA,1971,750,4,NA,41000,217,49
6,68,NA,21,2,NA,1968,750,3,NA,31500,217,49
6,71,NA,16,2,NA,1975,750,4,NA,10500,217,49
6,47,2,22,1,20,2001,750,7,9160,24000,217,49
6,41,1,21,2,40,2001,750,7,8290,16800,217,49
6,16,NA,14,2,NA,2001,750,7,NA,0,217,49
6,3,NA,1,2,NA,2010,999,7,NA,NA,217,49
6,49,1,19,1,50,2000,750,7,4970,13500,217,49
6,50,1,20,2,70,2000,750,7,8190,196000,217,49
6,19,NA,16,2,NA,2000,750,7,NA,0,217,49
6,43,NA,22,2,NA,2008,750,7,NA,0,217,49
6,15,NA,11,1,NA,2008,750,7,NA,0,217,49
6,10,NA,7,1,NA,2008,750,7,NA,NA,217,49
6,43,7,16,1,60,2013,750,7,4080,80000,217,49
6,69,1,23,1,40,1978,999,4,3590,89000,217,49
6,70,NA,16,2,NA,1978,999,4,NA,6000,217,49
6,39,1,20,1,NA,1978,999,4,6170,0,217,49
6,59,3,21,2,NA,1974,750,4,8090,0,217,49
6,45,7,18,1,50,1979,750,4,7070,100000,217,49
6,42,NA,18,2,NA,2006,750,7,NA,0,217,49
6,78,NA,21,1,NA,1976,750,4,NA,12300,217,49
6,75,NA,16,2,NA,1976,750,4,NA,9900,217,49
6,35,1,21,2,40,1989,750,5,3390,90000,217,49
6,25,4,21,1,20,2009,750,7,7870,35100,217,49
6,24,NA,21,2,NA,2005,750,7,NA,0,217,49
6,52,1,21,2,45,1986,750,5,1990,60000,217,49
6,50,1,21,1,25,1991,750,6,7690,15000,217,49
6,39,1,22,1,55,1978,750,4,4470,92000,217,49
6,80,NA,1,2,NA,1965,750,3,NA,6000,217,49
6,79,NA,16,2,NA,1985,750,5,NA,13600,217,49
6,88,NA,16,2,NA,1989,750,5,NA,8500,217,49
6,61,1,22,1,40,1982,750,5,3380,86000,217,49
6,59,NA,21,2,NA,1982,750,5,NA,0,217,49
6,64,NA,19,2,NA,1991,750,6,NA,7000,217,49
6,66,2,22,1,40,1991,750,6,8190,62000,217,49
6,36,4,23,2,NA,1979,750,4,7270,0,217,49
6,76,NA,21,1,NA,1973,750,4,NA,12000,217,49
6,70,NA,19,2,NA,1973,750,4,NA,0,217,49
6,44,1,21,1,NA,1973,750,4,7390,0,217,49
6,54,1,22,1,30,2006,750,7,7070,421000,217,49
6,48,NA,21,2,NA,2006,750,7,NA,0,217,49
6,41,1,22,1,40,2010,999,7,4390,50000,217,49
6,36,2,21,2,25,2002,999,7,8370,16820,217,49
6,55,6,18,2,52,1980,750,5,8980,29900,217,49
6,37,3,23,1,40,1980,750,5,9470,443600,217,49
6,31,1,21,2,40,2012,999,7,770,40000,217,49
6,64,6,16,1,40,1975,750,4,170,30000,217,49
6,57,6,16,2,40,1978,750,4,170,11000,217,49
6,57,2,24,1,50,1979,750,4,9160,12000,217,49
6,49,5,20,2,40,1986,750,5,6370,55000,217,49
6,20,NA,19,2,NA,2009,750,7,NA,0,217,49
6,17,NA,14,1,NA,2009,750,7,NA,0,217,49
6,50,2,21,1,40,2010,750,7,9160,12000,217,49
6,29,2,22,1,40,2011,750,7,7870,47200,217,49
6,27,2,21,2,NA,1985,750,5,7860,0,217,49
6,52,7,21,1,60,2001,750,7,4970,40000,217,49
6,53,1,21,2,40,1984,750,5,3960,70000,217,49
6,55,1,16,2,40,1987,750,5,8980,30000,217,49
6,35,1,21,1,50,2013,750,7,6970,400,217,49
6,35,2,22,1,20,2007,750,7,9160,20000,217,49
6,79,NA,21,2,NA,1977,750,4,NA,10400,217,49
6,55,1,16,1,40,1986,750,5,2880,25200,217,49
6,42,1,16,2,35,1991,750,6,4970,13000,217,49
6,79,NA,21,1,NA,1974,750,4,NA,9000,217,49
6,77,NA,16,2,NA,1974,750,4,NA,5600,217,49
6,71,NA,19,2,NA,1980,999,5,NA,6300,217,49
6,42,2,21,1,45,1994,750,6,8570,140000,217,49
6,42,2,21,2,40,1994,999,6,7870,49500,217,49
6,10,NA,6,1,NA,2009,999,7,NA,NA,217,49
6,7,NA,3,1,NA,2010,999,7,NA,NA,217,49
6,21,NA,19,1,NA,2012,750,7,NA,0,217,49
6,41,2,21,1,40,2007,750,7,9160,18000,217,49
6,40,1,21,2,40,2007,750,7,7280,24000,217,49
6,8,NA,4,1,NA,2007,750,7,NA,NA,217,49
6,64,NA,19,2,NA,1984,750,5,NA,4000,217,49
6,79,NA,21,1,NA,1974,750,4,NA,12200,217,49
6,78,NA,19,2,NA,1976,750,4,NA,8600,217,49
6,57,7,18,1,10,1982,750,5,8680,123000,217,49
6,45,7,20,2,5,1985,750,5,8680,115500,217,49
6,19,NA,19,2,NA,2005,750,7,NA,0,217,49
6,67,NA,16,2,NA,1976,750,4,NA,9600,217,49
6,41,NA,16,2,NA,1972,750,4,NA,0,217,49
6,40,1,16,2,60,1978,750,4,7490,102000,217,49
6,87,NA,10,2,NA,1980,750,5,NA,10600,217,49
6,35,1,21,1,50,1996,750,6,5170,47000,217,49
6,34,1,21,2,40,2002,750,7,7370,35000,217,49
6,59,6,18,1,NA,1980,750,5,8770,0,217,49
6,58,6,18,2,40,1982,750,5,5170,45600,217,49
6,44,1,23,2,40,1972,750,4,7970,432600,217,49
6,44,1,19,2,40,2000,750,7,5170,22200,217,49
6,16,NA,4,2,NA,2012,750,7,NA,0,217,49
6,22,NA,16,2,NA,2013,750,7,NA,0,217,49
6,57,7,16,1,15,1982,750,5,8680,16600,217,49
6,68,6,16,2,NA,1981,750,5,8680,24400,217,49
6,53,1,21,2,40,1973,999,4,7070,26000,217,49
6,52,6,17,2,40,1982,750,5,8970,45000,217,49
6,54,7,16,1,50,2005,750,7,5580,10000,217,49
6,20,2,19,2,15,2005,750,7,7870,1300,217,49
6,15,NA,11,1,NA,2005,750,7,NA,0,217,49
6,47,7,16,2,70,2005,750,7,5580,17500,217,49
6,27,1,23,1,50,1987,750,5,7270,44000,217,49
6,57,NA,13,2,NA,1987,750,5,NA,8000,217,49
6,52,NA,16,2,NA,1991,750,6,NA,0,217,49
6,54,6,20,2,NA,1980,750,5,4970,0,217,49
6,54,1,19,1,25,1983,750,5,8590,25000,217,49
6,29,NA,19,1,NA,2000,750,7,NA,0,217,49
6,57,1,21,1,40,2000,750,7,8680,30000,217,49
6,54,NA,16,2,NA,2000,750,7,NA,0,217,49
6,65,NA,16,2,NA,1980,750,5,NA,6500,217,49
6,65,NA,18,1,NA,1977,750,4,NA,6500,217,49
6,66,NA,20,2,NA,1998,750,6,NA,6600,217,49
6,32,1,21,1,30,1998,750,6,3960,10500,217,49
6,68,1,21,1,NA,1984,750,5,7680,11200,217,49
6,78,NA,21,1,NA,1993,750,6,NA,10700,217,49
6,64,1,19,2,35,1972,750,4,7070,46000,217,49
6,33,5,21,2,40,1992,750,6,9380,84600,217,49
6,30,1,21,1,60,1985,750,5,4270,63000,217,49
6,54,6,22,2,NA,1985,750,5,8980,8500,217,49
6,57,1,19,2,NA,1978,750,4,3390,500,217,49
6,58,1,21,1,40,1983,750,5,3365,80000,217,49
6,36,1,24,1,50,1982,750,5,8190,468000,217,49
6,36,1,21,2,40,1976,750,4,6470,90000,217,49
6,45,6,24,1,NA,2012,750,7,5090,0,217,49
6,49,7,21,1,NA,2008,750,7,1480,4000,217,49
6,47,NA,21,2,NA,2008,750,7,NA,0,217,49
6,16,NA,13,2,NA,2008,750,7,NA,0,217,49
6,41,NA,22,2,NA,1988,750,5,NA,0,217,49
6,41,1,24,1,40,2007,750,7,6690,150000,217,49
6,8,NA,5,1,NA,2007,750,7,NA,NA,217,49
6,37,NA,24,1,NA,2010,750,7,NA,0,217,49
6,58,6,15,2,4,1980,750,5,9290,20000,217,49
6,66,7,21,1,60,1975,712,4,8680,52800,217,49
6,56,5,21,2,40,1978,712,4,6370,41600,217,49
6,60,1,19,1,50,1996,999,6,4195,100050,217,49
6,58,NA,8,2,NA,1996,999,6,NA,0,217,49
6,52,6,19,2,35,2003,750,7,8980,37800,217,49
6,21,NA,16,1,NA,2010,750,7,NA,0,217,49
6,54,2,21,1,40,1997,750,6,9170,5000,217,49
6,54,9,19,2,NA,1997,750,6,9920,0,217,49
6,9,NA,6,1,NA,2004,750,7,NA,NA,217,49
6,4,NA,2,2,NA,2010,750,7,NA,NA,217,49
6,67,1,22,2,24,1967,750,3,8290,378000,217,49
6,72,NA,16,2,NA,1990,750,6,NA,10300,217,49
6,55,NA,16,1,NA,1990,750,6,NA,0,217,49
6,53,1,19,1,39,1987,750,5,1990,39060,217,49
6,54,3,19,2,48,1998,750,6,8170,11000,217,49
6,62,1,16,1,14,2000,750,7,3570,12000,217,49
6,25,1,21,1,21,2000,750,7,7890,18000,217,49
6,39,1,21,1,40,1986,750,5,1280,82000,217,49
6,72,3,21,1,NA,1987,750,5,9470,8300,217,49
6,68,6,20,2,60,1987,750,5,4970,13500,217,49
6,42,1,22,1,40,2001,750,7,7280,44000,217,49
6,38,NA,21,2,NA,2001,750,7,NA,0,217,49
6,59,NA,22,2,NA,1963,750,3,NA,300000,217,49
6,57,NA,21,2,NA,1985,750,5,NA,0,217,49
6,66,NA,21,1,NA,1984,750,5,NA,4800,217,49
6,63,1,18,1,40,1977,750,4,7790,53000,217,49
6,64,6,18,2,50,1977,750,4,1680,50000,217,49
6,77,NA,16,2,NA,1963,750,3,NA,71600,217,49
6,55,2,21,2,40,1981,750,5,9160,6000,217,49
6,48,1,22,1,45,1979,750,4,770,39000,217,49
6,47,1,21,2,40,1976,750,4,7860,42300,217,49
6,45,1,20,2,40,1979,750,4,6290,13900,217,49
6,87,NA,20,2,NA,1980,999,5,NA,10400,217,49
6,50,1,15,2,20,1983,750,5,5170,4200,217,49
6,72,NA,16,1,NA,1990,999,6,NA,9100,217,49
6,69,NA,18,2,NA,1989,999,5,NA,8500,217,49
6,37,1,21,1,40,2009,750,7,3370,80030,217,49
6,29,5,19,2,16,1984,750,5,9590,10000,217,49
6,49,6,19,2,30,1985,750,5,8680,97300,217,49
6,52,6,16,1,45,1985,750,5,8680,97300,217,49
6,47,7,22,1,40,2010,750,7,6970,16000,217,49
6,46,NA,22,2,NA,2010,750,7,NA,0,217,49
6,21,4,19,2,8,1997,999,6,7870,1000,217,49
6,19,NA,16,1,NA,2010,750,7,NA,0,217,49
6,17,NA,13,1,NA,2010,750,7,NA,0,217,49
6,14,NA,11,2,NA,2010,750,7,NA,NA,217,49
6,70,NA,16,1,NA,1989,750,5,NA,10700,217,49
6,31,6,22,2,40,1993,750,6,8560,24000,217,49
6,34,2,24,1,58,2011,750,7,7460,40000,217,49
6,30,1,21,2,NA,2011,750,7,6070,0,217,49
6,90,NA,16,2,NA,1976,750,4,NA,10100,217,49
6,46,1,21,1,40,1980,750,5,6990,65000,217,49
6,51,1,21,1,40,2006,750,7,8190,22500,217,49
6,25,1,19,1,20,2009,750,7,7860,10000,217,49
6,26,6,21,1,NA,1991,750,6,6570,0,217,49
6,66,2,21,2,32,1987,999,5,8090,62900,217,49
6,25,NA,19,1,NA,2011,750,7,NA,0,217,49
6,21,NA,19,2,NA,2011,750,7,NA,0,217,49
6,83,NA,16,2,NA,1976,750,4,NA,20900,217,49
6,72,6,21,1,40,1973,750,4,7070,66600,217,49
6,71,NA,21,2,NA,1973,750,4,NA,6400,217,49
6,59,1,22,2,55,1978,999,4,3570,190000,217,49
6,87,NA,16,2,NA,1981,999,5,NA,2000,217,49
6,20,NA,16,2,NA,2013,750,7,NA,0,217,49
6,29,2,21,2,30,1999,999,6,8380,10000,217,49
6,23,1,21,2,30,2006,999,7,8680,12000,217,49
6,18,NA,18,2,NA,2013,750,7,NA,0,217,49
6,68,NA,21,1,NA,1975,750,4,NA,11600,217,49
6,65,NA,21,2,NA,1972,750,4,NA,13000,217,49
6,53,1,20,2,35,1986,750,5,8680,18500,217,49
6,47,1,18,1,NA,1982,750,5,4170,20,217,49
6,43,1,21,2,40,1989,750,5,5180,130020,217,49
6,71,NA,16,2,NA,1973,750,4,NA,6000,217,49
6,55,2,21,2,40,1981,750,5,9160,6000,217,49
6,34,5,16,1,40,1980,750,5,9470,90000,217,49
6,41,1,19,1,50,1980,750,5,770,12000,217,49
6,66,NA,20,1,NA,2004,750,7,NA,27400,217,49
6,50,6,16,1,60,1979,750,4,6190,24000,217,49
6,72,NA,21,1,NA,1987,750,5,NA,10100,217,49
6,71,NA,20,2,NA,1987,750,5,NA,6300,217,49
6,35,1,21,2,40,2003,750,7,3490,37500,217,49
6,39,NA,21,2,NA,1973,750,4,NA,0,217,49
6,65,6,19,1,NA,1973,750,4,4970,900,217,49
6,65,6,16,2,NA,1982,750,5,4970,0,217,49
6,20,1,19,1,15,2011,750,7,8680,9800,217,49
6,22,NA,19,1,NA,2010,750,7,NA,0,217,49
6,54,1,22,1,50,1986,750,5,4195,90000,217,49
6,39,1,21,2,35,2005,750,7,4195,36000,217,49
6,64,NA,20,1,NA,1993,999,6,NA,4100,217,49
6,61,1,15,2,17,1975,999,4,5170,8200,217,49
6,31,2,23,2,40,2007,750,7,8190,50000,217,49
6,76,NA,15,1,NA,1978,750,4,NA,4400,217,49
6,70,NA,11,2,NA,1978,750,4,NA,0,217,49
6,29,4,23,2,50,1986,750,5,8190,70000,217,49
6,35,1,21,1,50,2013,750,7,6970,400,217,49
6,53,1,18,2,40,1983,750,5,5790,14700,217,49
6,60,1,16,1,40,1974,750,4,5790,55000,217,49
6,65,1,19,2,40,1972,750,4,7070,36000,217,49
6,69,1,23,1,NA,1972,750,4,770,0,217,49
6,20,NA,16,1,NA,2002,999,7,NA,0,217,49
6,18,NA,16,2,NA,2000,999,7,NA,0,217,49
6,15,NA,13,1,NA,2002,999,7,NA,0,217,49
6,13,NA,8,2,NA,2008,999,7,NA,NA,217,49
6,44,1,21,1,40,1997,750,6,7390,70400,217,49
6,41,NA,16,2,NA,2003,750,7,NA,0,217,49
6,32,4,21,2,30,2013,750,7,9590,36000,217,49
6,20,NA,16,1,NA,1995,750,6,NA,0,217,49
6,48,1,19,2,45,1981,750,5,7380,70000,217,49
6,37,1,21,1,60,1984,750,5,7070,144000,217,49
6,40,NA,21,2,NA,1986,750,5,NA,0,217,49
6,33,1,19,2,40,1980,750,5,7970,39000,217,49
6,34,8,19,1,40,1993,750,6,770,24000,217,49
6,29,NA,20,2,NA,2002,750,7,NA,0,217,49
6,83,NA,19,2,NA,1976,750,4,NA,0,217,49
6,51,1,21,1,40,1985,750,5,8590,20300,217,49
6,47,1,20,2,30,2003,750,7,3390,14000,217,49
6,18,1,14,2,6,2003,750,7,8680,100,217,49
6,16,NA,12,1,NA,2008,750,7,NA,0,217,49
6,33,1,21,2,40,1983,750,5,4770,60000,217,49
6,74,1,21,1,30,2005,750,7,3980,40000,217,49
6,70,NA,21,2,NA,2005,750,7,NA,0,217,49
6,82,NA,18,2,NA,1975,750,4,NA,34100,217,49
6,44,1,21,1,40,2008,750,7,8680,35000,217,49
6,47,1,16,2,40,1996,750,6,4470,30000,217,49
6,87,NA,1,2,NA,2000,750,7,NA,10100,217,49
6,49,1,19,1,40,1999,750,6,8680,24000,217,49
6,46,1,16,2,40,1999,750,6,5170,18000,217,49
6,22,NA,19,1,NA,1999,750,6,NA,6000,217,49
6,18,NA,14,1,NA,1999,750,6,NA,0,217,49
6,20,NA,19,1,NA,2012,750,7,NA,30000,217,49
6,51,1,20,2,15,1993,750,6,8680,6000,217,49
6,47,7,19,1,12,1993,750,6,8880,30000,217,49
6,39,7,23,2,45,1997,750,6,7980,80000,217,49
6,32,1,19,1,40,1995,750,6,6290,63000,217,49
6,40,1,21,2,40,1980,750,5,7580,68000,217,49
6,60,6,16,2,NA,1980,750,5,170,0,217,49
6,59,1,15,1,7,1972,999,4,4970,17500,217,49
6,70,1,21,2,NA,1965,750,3,8190,60800,217,49
6,32,1,22,2,NA,2005,750,7,7870,0,217,49
6,28,1,21,2,40,1987,750,5,570,96000,217,49
6,40,2,22,1,50,1979,750,4,9160,60000,217,49
6,37,NA,21,2,NA,1980,750,5,NA,0,217,49
6,41,1,19,1,40,1996,750,6,3960,170130,217,49
6,42,NA,19,2,NA,1986,750,5,NA,0,217,49
6,55,7,16,1,40,1983,750,5,4370,55000,217,49
6,53,NA,21,2,NA,1984,750,5,NA,0,217,49
6,28,1,21,1,40,1984,750,5,4370,16000,217,49
6,0,NA,NA,1,NA,2013,750,7,NA,NA,217,49
6,25,NA,21,2,NA,2009,750,7,NA,0,217,49
6,35,NA,17,2,NA,2001,750,7,NA,13500,217,49
6,50,7,23,2,50,1976,750,4,7970,150700,217,49
6,45,1,21,2,15,1970,750,4,7890,10000,217,49
6,49,2,22,1,40,1973,750,4,9160,110000,217,49
6,40,1,21,2,40,1990,750,6,4590,50000,217,49
6,62,NA,5,2,NA,1973,750,4,NA,280,217,49
6,56,1,21,1,3,1990,750,6,9290,800,217,49
6,50,4,22,2,60,1972,750,4,7860,94000,217,49
6,45,1,21,2,40,2013,750,7,3590,100000,217,49
6,49,1,23,1,40,1975,750,4,8190,161200,217,49
6,45,6,23,2,38,1979,750,4,7980,62000,217,49
6,75,1,16,2,24,1976,750,4,8660,23800,217,49
6,80,NA,16,2,NA,1981,750,5,NA,10600,217,49
6,46,1,24,1,40,1997,750,6,2190,120000,217,49
